Program,xPONENT,,LX100/LX200,,,,,,,,,,
"12(1,D2)",Unknown3,NaN,5687,417,3119.5,80,217,17686,965,64,3291,,
"13(1,E2)",Unknown4,NaN,12940.5,435,3018,88.5,179,7696,7845,88,3123,,
"14(1,F2)",Unknown5,NaN,11174.5,421,3957,104,248.5,15426.5,2149,83,3117,,
"15(1,G2)",Unknown6,NaN,13308.5,421,3648,93,214,8455,5025,99,4128,,
"16(1,H2)",Unknown7,NaN,15430.5,478,2831,97,188,11589,10540,130,3506,,
"17(1,A3)",Unknown8,NaN,17433,429,4638.5,99,222,5161,9604.5,172,2923,,
"18(1,B3)",Unknown9,NaN,13648,444,5619,96,243.5,5586,11002,170,2759,,
"19(1,C3)",Unknown10,NaN,7596.5,461,5243,88,217,6819.5,1280,81,3419,,
"20(1,D3)",Unknown11,NaN,10868,468,3002,85,240,12700.5,2635,83,3206,,
"21(1,E3)",Unknown12,NaN,15517.5,416,3247,87,220,7706,9792,94,3017,,
"22(1,F3)",Unknown13,NaN,5414.5,421,1979,84,178,7904.5,972,57,3364,,
"23(1,G3)",Unknown14,NaN,15106,567,9462.5,108,970,13522,5840,104,2911,,
"24(1,H3)",Unknown15,NaN,7508,553,6000,111,373.5,541,669.5,67,3039,,
"25(1,A4)",Unknown16,NaN,6405,412,2826.5,92,308,21391.5,625,60,2141,,
"26(1,B4)",Unknown17,NaN,10825,461,3687,87,314,6521.5,4968,51,2271,,
"27(1,C4)",Unknown18,NaN,4875.5,397,2567,86,171,17631,637.5,61,2033,,
"28(1,D4)",Unknown19,NaN,14983,469,4041,90.5,207,1483.5,10913,155,2097,,
"29(1,E4)",Unknown20,NaN,14805,466.5,3598,93,151,1623,11232.5,118.5,2399,,
"30(1,F4)",Unknown21,NaN,6581,409,1648.5,74,174,1370,5935,90,2276,,
"31(1,G4)",Unknown22,NaN,10051.5,407,1471,85.5,181,1678.5,8205.5,103,2571,,
"32(1,H4)",Unknown23,NaN,7419,386,1334,76,169,1034,3925,75.5,2817,,
"33(1,A5)",Unknown24,NaN,13021,798,2790.5,99,227.5,2149,12474,216,2352,,
"34(1,B5)",Unknown25,NaN,10298,700,7174.5,101.5,271,3064,8875,274,2828,,
"35(1,C5)",Unknown26,NaN,11817,619,2046,85,197.5,1778,8174.5,251,2694,,
"36(1,D5)",Unknown27,NaN,8618.5,514,1428.5,83.5,147,892,7014,97,3124,,
"37(1,E5)",Unknown28,NaN,3211.5,412,2131,73,154,1606,1248,66,2980,,
"38(1,F5)",Unknown29,NaN,3105,435,281,74,150,193,2275,57,2727,,
"39(1,G5)",Unknown30,NaN,5549,414,526,76,146,274.5,4819,88,2807,,
"40(1,H5)",Unknown31,NaN,3225,438,1860.5,81,161,704.5,3962,73,2991,,
"41(1,A6)",Unknown32,NaN,7997,446,3208,94,188,439,8986,174,2146,,
"42(1,B6)",Unknown33,1006,5620,404,1634,88,178,15227,182,67,2800,,
"43(1,C6)",Unknown34,NaN,166,377,48,69,127,93,105,45,2744,,
"44(1,D6)",Unknown35,NaN,159,372,45,66,117.5,89.5,102,46,2412,,
"45(1,E6)",Unknown36,870,4272,393,794.5,78,175,17734,126.5,60,1812,,
"46(1,F6)",Unknown37,NaN,1959,366,398,69,149,5159,117.5,46.5,2590,,
"47(1,G6)",Unknown38,NaN,1722,354,289.5,73,142.5,5182,124,43,2645,,
"48(1,H6)",Unknown39,NaN,1715,356,378.5,71.5,138,3763.5,126,49,3378,,
"49(1,A7)",Unknown40,NaN,5055,412,2091,79.5,202,10449,177.5,72.5,340,,
"50(1,B7)",Unknown41,NaN,157,392,49,71,123.5,86,104,45,2945,,
"51(1,C7)",Unknown42,552.5,5782,427.5,2975,90,242,17475,231.5,101,2318,,
"52(1,D7)",Unknown43,NaN,4961,416,1039,91,202,5901,139.5,63,2420,,
"53(1,E7)",Unknown44,NaN,3352,389,1161,82,176,6426,144,54,2629,,
"54(1,F7)",Unknown45,NaN,1828,367,288.5,73.5,147,7952,149.5,48.5,2513,,
"55(1,G7)",Unknown46,NaN,2399.5,339.5,306,70,149,6662,102,44,2622,,
"56(1,H7)",Unknown47,NaN,1632,360.5,274,71,145,4540.5,111,47,2749,,
"57(1,A8)",Unknown48,NaN,5186,435,2229,92,231,13445,177,62,1767,,
"58(1,B8)",Unknown49,NaN,5959,436,2818,87.5,239,20918,147,65,2646,,
"59(1,C8)",Unknown50,NaN,4742,407,1248,94,210,13126.5,154,53,2441,,
"60(1,D8)",Unknown51,NaN,5414,432,1501,84,214,16757,128,67,2029,,
"61(1,E8)",Unknown52,NaN,155.5,385,49,70,130,87,103,47,2106,,
"62(1,F8)",Unknown53,16,150,375,45,68,121.5,84,100,46,2106,,
"63(1,G8)",Unknown54,NaN,152.5,367,47,72,120,84,99.5,43.5,2617,,
"64(1,H8)",Unknown55,NaN,1607.5,377,396.5,75,154,5145,109,52,1634,,
"65(1,A9)",Unknown56,NaN,4520.5,428,1407,86,187,15338,156,57,2020,,
"66(1,B9)",Unknown57,NaN,155,371.5,47,75,124,86,101,48,2536,,
"67(1,C9)",Unknown58,NaN,4606,461,1392,90,232,7571,136,86,2867,,
"68(1,D9)",Unknown59,NaN,2326,462,628,79,177,5939,129,63,3743,,
"69(1,E9)",Unknown60,NaN,3213.5,386,1140,70,164,9749,126,56,3980,,
"70(1,F9)",Unknown61,NaN,159,372,47,70,116,87,102,46,4388,,
"71(1,G9)",Unknown62,NaN,4693,366,1387.5,68,153,12882,127,58,3919,,
"72(1,H9)",Unknown63,NaN,636,386,144,69,134,428,105,44,3572,,
"73(1,A10)",Unknown64,NaN,2411,404,664.5,70,155,4325,135,54,1750,,
"74(1,B10)",Unknown65,NaN,155,382.5,42,70,120,88,99,43,2367,,
"75(1,C10)",Unknown66,NaN,266,383,87,70,124,157.5,100,43,3237,,
"76(1,D10)",Unknown67,NaN,5922,433,1796,90,191,12822,147,64,2899,,
"77(1,E10)",Unknown68,NaN,4206,406,1112,78,179,12008.5,127,52,3416,,
"78(1,F10)",Unknown69,NaN,3603,380,1453,83,203,8319,183,54,3982,,
"79(1,G10)",Unknown70,NaN,3950,419,1138,79,189.5,14138,151,58,3777,,
"80(1,H10)",Unknown71,NaN,3371,372,1021,77,216,11397,148,81,3635,,
"81(1,A11)",Unknown72,NaN,4258,378.5,2026,88,178,6176,121,61,2982,,
"82(1,B11)",Unknown73,27,4297.5,392,1243,81,151,11819,128,51,2566,,
"83(1,C11)",Unknown74,NaN,5101,437,1762,86,199,16411,153,58,3113,,
"84(1,D11)",Unknown75,34,169,411,46,71,129,95,104.5,49,2813,,
"85(1,E11)",Unknown76,,,,,,,,,,,,
"86(1,F11)",Unknown77,,,,,,,,,,,,
"87(1,G11)",Unknown78,,,,,,,,,,,,
"88(1,H11)",Unknown79,,,,,,,,,,,,
"89(1,A12)",Background0,,,,,,,,,,,,
"90(1,B12)",Background0,,,,,,,,,,,,
"91(1,C12)",Background0,,,,,,,,,,,,
"92(1,D12)",Background0,,,,,,,,,,,,
"93(1,E12)",Background0,,,,,,,,,,,,
"94(1,F12)",Background0,,,,,,,,,,,,
"95(1,G12)",Background0,,,,,,,,,,,,
"96(1,H12)",Background0,,,,,,,,,,,,
,,,,,,,,,,,,,
DataType:,Count,,,,,,,,,,,,
Location,Sample,Adiponectin,Resistin,GIP,PAI1,GLP1,Glucagon,Ghrelin,Leptin,Insulin,Total Events,,
"1(1,A1)",Standard 1,0,390,343,382,396,369,396,348,353,2977,,
"2(1,B1)",Standard 2,0,489,474,484,575,478,507,435,451,3893,,
"3(1,C1)",Standard 3,0,440,476,416,538,456,476,443,406,3651,,
"4(1,D1)",Standard 4,0,494,521,437,587,481,527,468,453,3968,,
"5(1,E1)",Standard 5,0,411,456,412,539,415,469,397,436,3535,,
"6(1,F1)",Standard 6,1,473,472,405,512,447,419,336,410,3475,,
"7(1,G1)",Standard 7,0,480,522,435,536,495,530,439,425,3862,,
"8(1,H1)",Standard 8,0,431,451,414,487,431,450,411,406,3481,,
"9(1,A2)",Blank,0,323,327,283,358,294,349,279,294,2507,,
"10(1,B2)",Unknown1,0,360,338,336,407,312,318,332,281,2684,,
"11(1,C2)",Unknown2,0,430,426,376,524,401,463,387,385,3392,,
"12(1,D2)",Unknown3,0,431,425,366,484,381,439,375,390,3291,,
"13(1,E2)",Unknown4,0,392,427,362,446,392,411,335,358,3123,,
"14(1,F2)",Unknown5,0,390,416,371,434,370,424,361,351,3117,,
"15(1,G2)",Unknown6,0,532,548,505,560,502,541,453,487,4128,,
"16(1,H2)",Unknown7,0,450,467,416,498,443,455,377,400,3506,,
"17(1,A3)",Unknown8,0,352,356,340,434,331,417,320,373,2923,,
"18(1,B3)",Unknown9,0,374,344,338,351,360,371,298,323,2759,,
"19(1,C3)",Unknown10,0,402,423,401,511,420,468,392,402,3419,,
"20(1,D3)",Unknown11,0,391,407,421,421,379,452,341,394,3206,,
"21(1,E3)",Unknown12,0,368,386,364,445,337,403,357,357,3017,,
"22(1,F3)",Unknown13,0,418,483,357,469,417,446,378,396,3364,,
"23(1,G3)",Unknown14,0,363,373,358,438,341,355,341,342,2911,,
"24(1,H3)",Unknown15,0,394,377,398,428,308,401,380,353,3039,,
"25(1,A4)",Unknown16,0,265,280,254,329,281,296,191,245,2141,,
"26(1,B4)",Unknown17,0,298,289,243,353,269,324,238,257,2271,,
"27(1,C4)",Unknown18,0,252,269,226,306,250,249,258,223,2033,,
"28(1,D4)",Unknown19,0,245,257,279,314,234,246,284,238,2097,,
"29(1,E4)",Unknown20,0,273,308,301,343,301,303,284,286,2399,,
"30(1,F4)",Unknown21,0,289,303,298,329,305,267,266,219,2276,,
"31(1,G4)",Unknown22,0,288,333,295,344,336,346,288,341,2571,,
"32(1,H4)",Unknown23,0,341,394,321,388,345,415,293,320,2817,,
"33(1,A5)",Unknown24,0,295,312,284,303,294,312,270,282,2352,,
"34(1,B5)",Unknown25,0,327,372,308,414,356,388,321,342,2828,,
"35(1,C5)",Unknown26,0,345,367,327,385,296,361,312,301,2694,,
"36(1,D5)",Unknown27,0,366,403,406,438,386,409,327,389,3124,,
"37(1,E5)",Unknown28,0,400,396,347,400,368,398,341,330,2980,,
"38(1,F5)",Unknown29,0,332,352,332,376,327,373,327,308,2727,,
"39(1,G5)",Unknown30,0,365,368,336,432,350,346,301,309,2807,,
"40(1,H5)",Unknown31,0,348,416,356,413,381,404,317,356,2991,,
"41(1,A6)",Unknown32,0,249,285,251,300,288,289,257,227,2146,,
"42(1,B6)",Unknown33,1,339,355,343,426,343,314,341,338,2800,,
"43(1,C6)",Unknown34,0,338,395,309,381,330,368,321,302,2744,,
"44(1,D6)",Unknown35,0,287,338,277,316,294,318,274,308,2412,,
"45(1,E6)",Unknown36,1,244,253,196,251,136,253,266,212,1812,,
"46(1,F6)",Unknown37,0,291,325,311,333,323,379,320,308,2590,,
"47(1,G6)",Unknown38,0,311,330,322,421,274,353,287,347,2645,,
"48(1,H6)",Unknown39,0,427,425,400,480,385,482,379,400,3378,,
"49(1,A7)",Unknown40,0,34,37,48,60,16,47,64,34,340,,
"50(1,B7)",Unknown41,0,357,421,352,410,368,366,342,329,2945,,
"51(1,C7)",Unknown42,2,329,326,321,340,76,345,296,283,2318,,
"52(1,D7)",Unknown43,0,323,273,317,371,247,303,298,288,2420,,
"53(1,E7)",Unknown44,0,325,330,355,404,259,323,325,308,2629,,
"54(1,F7)",Unknown45,0,284,356,302,396,322,309,264,280,2513,,
"55(1,G7)",Unknown46,0,326,322,319,353,291,329,335,347,2622,,
"56(1,H7)",Unknown47,0,308,364,345,375,297,384,324,352,2749,,
"57(1,A8)",Unknown48,0,241,251,201,260,133,248,215,218,1767,,
"58(1,B8)",Unknown49,0,355,328,359,358,234,351,317,344,2646,,
"59(1,C8)",Unknown50,0,331,293,325,353,214,330,303,292,2441,,
"60(1,D8)",Unknown51,0,269,301,257,316,64,290,273,259,2029,,
"61(1,E8)",Unknown52,0,276,275,225,325,263,277,221,244,2106,,
"62(1,F8)",Unknown53,1,301,271,266,289,228,269,254,227,2106,,
"63(1,G8)",Unknown54,0,310,328,301,355,327,382,284,330,2617,,
"64(1,H8)",Unknown55,0,212,184,238,247,141,210,182,220,1634,,
"65(1,A9)",Unknown56,0,282,290,295,307,147,225,232,242,2020,,
"66(1,B9)",Unknown57,0,334,314,304,347,286,327,320,304,2536,,
"67(1,C9)",Unknown58,0,362,371,359,437,253,394,349,342,2867,,
"68(1,D9)",Unknown59,0,481,495,453,550,301,517,471,475,3743,,
"69(1,E9)",Unknown60,0,484,533,487,549,424,587,462,454,3980,,
"70(1,F9)",Unknown61,0,554,623,506,602,488,575,521,519,4388,,
"71(1,G9)",Unknown62,0,562,505,478,555,388,525,475,431,3919,,
"72(1,H9)",Unknown63,0,482,437,404,505,402,518,411,413,3572,,
"73(1,A10)",Unknown64,0,225,226,236,227,177,237,211,211,1750,,
"74(1,B10)",Unknown65,0,272,296,278,352,308,306,284,271,2367,,
"75(1,C10)",Unknown66,0,403,425,395,443,389,452,343,387,3237,,
"76(1,D10)",Unknown67,0,389,351,405,461,159,408,367,359,2899,,
"77(1,E10)",Unknown68,0,418,440,465,529,227,454,454,429,3416,,
"78(1,F10)",Unknown69,0,548,493,502,596,314,535,484,510,3982,,
"79(1,G10)",Unknown70,0,531,499,487,576,266,540,420,458,3777,,
"80(1,H10)",Unknown71,0,499,494,479,509,294,516,412,432,3635,,
"81(1,A11)",Unknown72,0,362,396,343,460,321,382,377,341,2982,,
"82(1,B11)",Unknown73,1,310,383,273,380,307,317,270,325,2566,,
"83(1,C11)",Unknown74,0,376,431,372,438,363,427,368,338,3113,,
"84(1,D11)",Unknown75,1,359,413,350,403,298,377,276,336,2813,,
"85(1,E11)",Unknown76,,,,,,,,,,,,
"86(1,F11)",Unknown77,,,,,,,,,,,,
"87(1,G11)",Unknown78,,,,,,,,,,,,
"88(1,H11)",Unknown79,,,,,,,,,,,,
"89(1,A12)",Background0,,,,,,,,,,,,
"90(1,B12)",Background0,,,,,,,,,,,,
"91(1,C12)",Background0,,,,,,,,,,,,
"92(1,D12)",Background0,,,,,,,,,,,,
"93(1,E12)",Background0,,,,,,,,,,,,
"94(1,F12)",Background0,,,,,,,,,,,,
"95(1,G12)",Background0,,,,,,,,,,,,
"96(1,H12)",Background0,,,,,,,,,,,,
,,,,,,,,,,,,,
DataType:,Avg Net MFI,,,,,,,,,,,,
Sample,Adiponectin,Resistin,GIP,PAI1,GLP1,Glucagon,Ghrelin,Leptin,Insulin,,,,
Unknown1,NaN,6058.5,593,4859,172,812,18993.5,408,150,,,,
Unknown2,NaN,14010,455.5,4241.5,97,214,13960,5621,82,,,,
Unknown3,NaN,5687,417,3119.5,80,217,17686,965,64,,,,
Unknown4,NaN,12940.5,435,3018,88.5,179,7696,7845,88,,,,
Unknown5,NaN,11174.5,421,3957,104,248.5,15426.5,2149,83,,,,
Unknown6,NaN,13308.5,421,3648,93,214,8455,5025,99,,,,
Unknown7,NaN,15430.5,478,2831,97,188,11589,10540,130,,,,
Unknown8,NaN,17433,429,4638.5,99,222,5161,9604.5,172,,,,
Unknown9,NaN,13648,444,5619,96,243.5,5586,11002,170,,,,
Unknown10,NaN,7596.5,461,5243,88,217,6819.5,1280,81,,,,
Unknown11,NaN,10868,468,3002,85,240,12700.5,2635,83,,,,
Unknown12,NaN,15517.5,416,3247,87,220,7706,9792,94,,,,
Unknown13,NaN,5414.5,421,1979,84,178,7904.5,972,57,,,,
Unknown14,NaN,15106,567,9462.5,108,970,13522,5840,104,,,,
Unknown15,NaN,7508,553,6000,111,373.5,541,669.5,67,,,,
Unknown16,NaN,6405,412,2826.5,92,308,21391.5,625,60,,,,
Unknown17,NaN,10825,461,3687,87,314,6521.5,4968,51,,,,
Unknown18,NaN,4875.5,397,2567,86,171,17631,637.5,61,,,,
Unknown19,NaN,14983,469,4041,90.5,207,1483.5,10913,155,,,,
Unknown20,NaN,14805,466.5,3598,93,151,1623,11232.5,118.5,,,,
Unknown21,NaN,6581,409,1648.5,74,174,1370,5935,90,,,,
Unknown22,NaN,10051.5,407,1471,85.5,181,1678.5,8205.5,103,,,,
Unknown23,NaN,7419,386,1334,76,169,1034,3925,75.5,,,,
Unknown24,NaN,13021,798,2790.5,99,227.5,2149,12474,216,,,,
Unknown25,NaN,10298,700,7174.5,101.5,271,3064,8875,274,,,,
Unknown26,NaN,11817,619,2046,85,197.5,1778,8174.5,251,,,,
Unknown27,NaN,8618.5,514,1428.5,83.5,147,892,7014,97,,,,
