Animal,Genotype,Gender,Assay,Value,Strain,Background,Age,Cage,Feeding,Treatment
Muscle TSC1-EarTag #178,fl/fl; +/+,M,Body Weight,18700,Muscle TSC1,Mixed,49,1596321,fed,[]
Muscle TSC1-EarTag #179,fl/fl; Tg/+,F,Body Weight,19200,Muscle TSC1,Mixed,49,1596321,fed,[]
Muscle TSC1-EarTag #365,fl/fl; +/+,M,Body Weight,24100,Muscle TSC1,Mixed,70,1596452,fed,[]
Muscle TSC1 (1340),fl/fl; Tg/+,M,Body Weight,26700,Muscle TSC1,Mixed,43,1596326,fed,[]
Muscle TSC1 (1302),fl/fl; Tg/+,M,Body Weight,22700,Muscle TSC1,Mixed,44,1596326,fed,[]
Muscle TSC1 (1311),fl/fl; Tg/+,M,Body Weight,21200,Muscle TSC1,Mixed,46,1596328,fed,[]
Muscle TSC1 (1348),fl/fl; Tg/+,M,Body Weight,20900,Muscle TSC1,Mixed,33,1596441,fed,[]
Muscle TSC1 (1416),fl/fl; +/+,M,Body Weight,13200,Muscle TSC1,Mixed,23,1596351,fed,[]
Muscle TSC1-EarTag #184,fl/fl; Tg/+,M,Body Weight,12700,Muscle TSC1,Mixed,23,1596351,fed,[]
Muscle TSC1-EarTag #185,fl/fl; +/+,M,Body Weight,12120,Muscle TSC1,Mixed,23,1596351,fed,[]
Muscle TSC1-EarTag #186,fl/fl; +/+,M,Body Weight,13030,Muscle TSC1,Mixed,22,1596351,fed,[]
Muscle TSC1-EarTag #187,fl/fl; +/+,M,Body Weight,13700,Muscle TSC1,Mixed,22,1596351,fed,[]
Muscle TSC1-EarTag #188,fl/fl; Tg/+,M,Body Weight,12900,Muscle TSC1,Mixed,22,1596352,fed,[]
Muscle TSC1-EarTag #189,fl/fl; +/+,M,Body Weight,12200,Muscle TSC1,Mixed,22,1596352,fed,[]
Muscle TSC1-EarTag #190,fl/fl; +/+,M,Body Weight,12500,Muscle TSC1,Mixed,22,1596352,fed,[]
Muscle TSC1-EarTag #191,fl/fl; +/+,M,Body Weight,14200,Muscle TSC1,Mixed,22,1596352,fed,[]
Muscle TSC1 (1419),fl/fl; +/+,M,Body Weight,13000,Muscle TSC1,Mixed,22,1596352,fed,[]
Muscle TSC1-EarTag #188,fl/fl; Tg/+,M,Plasma Glucose,212,Muscle TSC1,Mixed,22,1596352,fed,[]
Muscle TSC1-EarTag #189,fl/fl; +/+,M,Plasma Glucose,217,Muscle TSC1,Mixed,22,1596352,fed,[]
Muscle TSC1-EarTag #190,fl/fl; +/+,M,Plasma Glucose,180,Muscle TSC1,Mixed,22,1596352,fed,[]
Muscle TSC1-EarTag #191,fl/fl; +/+,M,Plasma Glucose,245,Muscle TSC1,Mixed,22,1596352,fed,[]
Muscle TSC1 (1419),fl/fl; +/+,M,Plasma Glucose,188,Muscle TSC1,Mixed,22,1596352,fed,[]
Muscle TSC1 (1416),fl/fl; +/+,M,Plasma Glucose,46,Muscle TSC1,Mixed,30,1596351,fasted,[]
Muscle TSC1-EarTag #185,fl/fl; +/+,M,Plasma Glucose,63,Muscle TSC1,Mixed,30,1596351,fasted,[]
Muscle TSC1-EarTag #184,fl/fl; Tg/+,M,Plasma Glucose,57,Muscle TSC1,Mixed,30,1596351,fasted,[]
Muscle TSC1-EarTag #186,fl/fl; +/+,M,Plasma Glucose,55,Muscle TSC1,Mixed,29,1596351,fasted,[]
Muscle TSC1-EarTag #187,fl/fl; +/+,M,Plasma Glucose,55,Muscle TSC1,Mixed,29,1596351,fasted,[]
Muscle TSC1-EarTag #198,fl/fl; +/+,M,Plasma Glucose,51,Muscle TSC1,Mixed,26,1596358,fasted,[]
Muscle TSC1-EarTag #197,fl/fl; Tg/+,M,Plasma Glucose,47,Muscle TSC1,Mixed,26,1596358,fasted,[]
Muscle TSC1-EarTag #193,fl/fl; Tg/+,M,Plasma Glucose,55,Muscle TSC1,Mixed,26,1596358,fasted,[]
Muscle TSC1-EarTag #192,fl/fl; +/+,M,Plasma Glucose,63,Muscle TSC1,Mixed,26,1596358,fasted,[]
Muscle TSC1-EarTag #199,fl/fl; Tg/+,M,Plasma Glucose,55,Muscle TSC1,Mixed,28,1596357,fasted,[]
Muscle TSC1-EarTag #200,fl/fl; +/+,M,Plasma Glucose,37,Muscle TSC1,Mixed,28,1596357,fasted,[]
Muscle TSC1-EarTag #201,fl/fl; +/+,M,Plasma Glucose,75,Muscle TSC1,Mixed,28,1596357,fasted,[]
Muscle TSC1-EarTag #202,fl/fl; +/+,M,Plasma Glucose,81,Muscle TSC1,Mixed,28,1596357,fasted,[]
Muscle TSC1-EarTag #203,fl/fl; +/+,M,Plasma Glucose,50,Muscle TSC1,Mixed,28,1596357,fasted,[]
Muscle TSC1-EarTag #195,fl/fl; +/+,M,Plasma Glucose,94,Muscle TSC1,Mixed,26,1596358,fasted,[]
Muscle TSC1-EarTag #106,fl/fl; +/+,M,Plasma Glucose,67,Muscle TSC1,Mixed,119,1595608,fasted,[]
Muscle TSC1-EarTag #107,fl/fl; +/+,M,Plasma Glucose,69,Muscle TSC1,Mixed,119,1595608,fasted,[]
Muscle TSC1-EarTag #108,fl/fl; Tg/+,M,Plasma Glucose,65,Muscle TSC1,Mixed,119,1595608,fasted,[]
Muscle TSC1-EarTag #109,fl/fl; +/+,M,Plasma Glucose,64,Muscle TSC1,Mixed,119,1595608,fasted,[]
Muscle TSC1-EarTag #110,fl/fl; Tg/+,M,Plasma Glucose,69,Muscle TSC1,Mixed,119,1596399,fasted,[]
Muscle TSC1-EarTag #153,fl/fl; +/+,M,Plasma Glucose,65,Muscle TSC1,Mixed,79,1596296,fasted,[]
Muscle TSC1-EarTag #154,fl/fl; Tg/+,M,Plasma Glucose,66,Muscle TSC1,Mixed,79,1596296,fasted,[]
Muscle TSC1-EarTag #155,fl/fl; Tg/+,M,Plasma Glucose,74,Muscle TSC1,Mixed,77,1596298,fasted,[]
Muscle TSC1-EarTag #156,fl/fl; Tg/+,M,Plasma Glucose,70,Muscle TSC1,Mixed,77,1596298,fasted,[]
Muscle TSC1-EarTag #158,fl/fl; Tg/+,M,Plasma Glucose,49,Muscle TSC1,Mixed,77,1596298,fasted,[]
Muscle TSC1-EarTag #365,fl/fl; +/+,M,Plasma Glucose,77,Muscle TSC1,Mixed,77,1596452,fasted,[]
Muscle TSC1-EarTag #159,fl/fl; Tg/+,F,Plasma Glucose,50,Muscle TSC1,Mixed,77,1596297,fasted,[]
Muscle TSC1-EarTag #160,fl/fl; Tg/+,M,Plasma Glucose,42,Muscle TSC1,Mixed,77,1596301,fasted,[]
Muscle TSC1-EarTag #161,fl/fl; Tg/+,M,Plasma Glucose,49,Muscle TSC1,Mixed,77,1596301,fasted,[]
Muscle TSC1-EarTag #162,fl/fl; Tg/+,M,Plasma Glucose,63,Muscle TSC1,Mixed,77,1596301,fasted,[]
Muscle TSC1-EarTag #163,fl/fl; Tg/+,M,Plasma Glucose,50,Muscle TSC1,Mixed,77,1596301,fasted,[]
Muscle TSC1-EarTag #166,fl/fl; Tg/+,M,Plasma Glucose,57,Muscle TSC1,Mixed,53,1596328,fasted,[]
Muscle TSC1-EarTag #167,fl/fl; +/+,M,Plasma Glucose,50,Muscle TSC1,Mixed,53,1596328,fasted,[]
Muscle TSC1-EarTag #168,fl/fl; Tg/+,M,Plasma Glucose,71,Muscle TSC1,Mixed,53,1596328,fasted,[]
Muscle TSC1-EarTag #169,fl/fl; Tg/+,M,Plasma Glucose,63,Muscle TSC1,Mixed,53,1596328,fasted,[]
Muscle TSC1 (1311),fl/fl; Tg/+,M,Plasma Glucose,61,Muscle TSC1,Mixed,53,1596328,fasted,[]
Muscle TSC1-EarTag #175,fl/fl; ?,M,Plasma Glucose,81,Muscle TSC1,Mixed,69,1596307,fasted,[]
Muscle TSC1-EarTag #176,fl/fl; +/+,M,Plasma Glucose,78,Muscle TSC1,Mixed,69,1596307,fasted,[]
Muscle TSC1-EarTag #188,fl/fl; Tg/+,M,Plasma Glucose,51,Muscle TSC1,Mixed,29,1596352,fasted,[]
Muscle TSC1-EarTag #189,fl/fl; +/+,M,Plasma Glucose,46,Muscle TSC1,Mixed,29,1596352,fasted,[]
Muscle TSC1-EarTag #190,fl/fl; +/+,M,Plasma Glucose,37,Muscle TSC1,Mixed,29,1596352,fasted,[]
Muscle TSC1-EarTag #191,fl/fl; +/+,M,Plasma Glucose,57,Muscle TSC1,Mixed,29,1596352,fasted,[]
Muscle TSC1 (1419),fl/fl; +/+,M,Plasma Glucose,50,Muscle TSC1,Mixed,29,1596352,fasted,[]
Muscle TSC1-EarTag #177,fl/fl; +/+,M,Plasma Glucose,70,Muscle TSC1,Mixed,56,1596321,fasted,[]
Muscle TSC1-EarTag #178,fl/fl; +/+,M,Plasma Glucose,70,Muscle TSC1,Mixed,56,1596321,fasted,[]
Muscle TSC1-EarTag #179,fl/fl; Tg/+,F,Plasma Glucose,67,Muscle TSC1,Mixed,56,1596321,fasted,[]
Muscle TSC1 (1302),fl/fl; Tg/+,M,Plasma Glucose,63,Muscle TSC1,Mixed,51,1596326,fasted,[]
Muscle TSC1 (1340),fl/fl; Tg/+,M,Plasma Glucose,78,Muscle TSC1,Mixed,50,1596326,fasted,[]
Muscle TSC1-EarTag #164,fl/fl; Tg/+,M,Plasma Glucose,52,Muscle TSC1,Mixed,50,1596326,fasted,[]
Muscle TSC1-EarTag #165,fl/fl; Tg/+,M,Plasma Glucose,62,Muscle TSC1,Mixed,50,1596326,fasted,[]
Muscle TSC1 (1348),fl/fl; Tg/+,M,Plasma Glucose,59,Muscle TSC1,Mixed,40,1596441,fasted,[]
Muscle TSC1-EarTag #181,fl/fl; Tg/+,M,Plasma Glucose,48,Muscle TSC1,Mixed,56,1596440,fasted,[]
Muscle TSC1-EarTag #182,fl/fl; ?,M,Plasma Glucose,55,Muscle TSC1,Mixed,56,2099938,fasted,[]
Muscle TSC1-EarTag #183,fl/fl; Tg/+,M,Plasma Glucose,52,Muscle TSC1,Mixed,56,1596442,fasted,[]
Muscle TSC1-EarTag #170,fl/fl; Tg/+,M,Plasma Glucose,53,Muscle TSC1,Mixed,53,1596331,fasted,[]
Muscle TSC1-EarTag #171,fl/fl; +/+,M,Plasma Glucose,62,Muscle TSC1,Mixed,53,1596331,fasted,[]
Muscle TSC1-EarTag #172,fl/fl; +/+,M,Plasma Glucose,68,Muscle TSC1,Mixed,53,1596331,fasted,[]
Muscle TSC1-EarTag #173,fl/fl; +/+,M,Plasma Glucose,81,Muscle TSC1,Mixed,53,1596331,fasted,[]
Muscle TSC1-EarTag #174,fl/fl; +/+,M,Plasma Glucose,45,Muscle TSC1,Mixed,53,1596331,fasted,[]
Muscle TSC1-EarTag #365,fl/fl; +/+,M,Body Weight,24030,Muscle TSC1,Mixed,100,1596452,fasted,[]
Muscle TSC1-EarTag #155,fl/fl; Tg/+,M,Body Weight,26250,Muscle TSC1,Mixed,100,1596298,fasted,[]
Muscle TSC1-EarTag #156,fl/fl; Tg/+,M,Body Weight,28130,Muscle TSC1,Mixed,100,1596298,fasted,[]
Muscle TSC1-EarTag #158,fl/fl; Tg/+,M,Body Weight,25700,Muscle TSC1,Mixed,100,1596298,fasted,[]
Muscle TSC1-EarTag #170,fl/fl; Tg/+,M,Body Weight,24500,Muscle TSC1,Mixed,76,1596331,fasted,[]
Muscle TSC1-EarTag #171,fl/fl; +/+,M,Body Weight,25200,Muscle TSC1,Mixed,76,1596331,fasted,[]
Muscle TSC1-EarTag #172,fl/fl; +/+,M,Body Weight,22760,Muscle TSC1,Mixed,76,1596331,fasted,[]
Muscle TSC1-EarTag #174,fl/fl; +/+,M,Body Weight,21740,Muscle TSC1,Mixed,76,1596331,fasted,[]
Muscle TSC1-EarTag #177,fl/fl; +/+,M,Body Weight,25910,Muscle TSC1,Mixed,79,1596321,fasted,[]
Muscle TSC1-EarTag #178,fl/fl; +/+,M,Body Weight,18790,Muscle TSC1,Mixed,79,1596321,fasted,[]
Muscle TSC1-EarTag #179,fl/fl; Tg/+,F,Body Weight,20780,Muscle TSC1,Mixed,79,1596321,fasted,[]
Muscle TSC1-EarTag #167,fl/fl; +/+,M,Body Weight,20680,Muscle TSC1,Mixed,76,1596328,fasted,[]
Muscle TSC1-EarTag #168,fl/fl; Tg/+,M,Body Weight,25640,Muscle TSC1,Mixed,76,1596328,fasted,[]
Muscle TSC1-EarTag #169,fl/fl; Tg/+,M,Body Weight,25800,Muscle TSC1,Mixed,76,1596328,fasted,[]
Muscle TSC1 (1311),fl/fl; Tg/+,M,Body Weight,23840,Muscle TSC1,Mixed,76,1596328,fasted,[]
Muscle TSC1-EarTag #166,fl/fl; Tg/+,M,Body Weight,24210,Muscle TSC1,Mixed,76,1596328,fasted,[]
Muscle TSC1-EarTag #365,fl/fl; +/+,M,Plasma Glucose,132,Muscle TSC1,Mixed,100,1596452,fasted,[]
Muscle TSC1-EarTag #155,fl/fl; Tg/+,M,Plasma Glucose,143,Muscle TSC1,Mixed,100,1596298,fasted,[]
Muscle TSC1-EarTag #156,fl/fl; Tg/+,M,Plasma Glucose,146,Muscle TSC1,Mixed,100,1596298,fasted,[]
Muscle TSC1-EarTag #158,fl/fl; Tg/+,M,Plasma Glucose,152,Muscle TSC1,Mixed,100,1596298,fasted,[]
Muscle TSC1-EarTag #170,fl/fl; Tg/+,M,Plasma Glucose,168,Muscle TSC1,Mixed,76,1596331,fasted,[]
Muscle TSC1-EarTag #171,fl/fl; +/+,M,Plasma Glucose,113,Muscle TSC1,Mixed,76,1596331,fasted,[]
Muscle TSC1-EarTag #172,fl/fl; +/+,M,Plasma Glucose,139,Muscle TSC1,Mixed,76,1596331,fasted,[]
Muscle TSC1-EarTag #174,fl/fl; +/+,M,Plasma Glucose,132,Muscle TSC1,Mixed,76,1596331,fasted,[]
Muscle TSC1-EarTag #177,fl/fl; +/+,M,Plasma Glucose,115,Muscle TSC1,Mixed,79,1596321,fasted,[]
Muscle TSC1-EarTag #178,fl/fl; +/+,M,Plasma Glucose,135,Muscle TSC1,Mixed,79,1596321,fasted,[]
Muscle TSC1-EarTag #179,fl/fl; Tg/+,F,Plasma Glucose,159,Muscle TSC1,Mixed,79,1596321,fasted,[]
Muscle TSC1-EarTag #167,fl/fl; +/+,M,Plasma Glucose,127,Muscle TSC1,Mixed,76,1596328,fasted,[]
Muscle TSC1-EarTag #168,fl/fl; Tg/+,M,Plasma Glucose,164,Muscle TSC1,Mixed,76,1596328,fasted,[]
Muscle TSC1-EarTag #169,fl/fl; Tg/+,M,Plasma Glucose,187,Muscle TSC1,Mixed,76,1596328,fasted,[]
Muscle TSC1 (1311),fl/fl; Tg/+,M,Plasma Glucose,128,Muscle TSC1,Mixed,76,1596328,fasted,[]
Muscle TSC1-EarTag #166,fl/fl; Tg/+,M,Plasma Glucose,111,Muscle TSC1,Mixed,76,1596328,fasted,[]
Muscle TSC1 (1302),fl/fl; Tg/+,M,Body Weight,30750,Muscle TSC1,Mixed,65,1596326,fed,[]
Muscle TSC1 (1340),fl/fl; Tg/+,M,Body Weight,27600,Muscle TSC1,Mixed,64,1596326,fed,[]
Muscle TSC1-EarTag #164,fl/fl; Tg/+,M,Body Weight,25900,Muscle TSC1,Mixed,64,1596326,fed,[]
Muscle TSC1-EarTag #165,fl/fl; Tg/+,M,Body Weight,26300,Muscle TSC1,Mixed,64,1596326,fed,[]
Muscle TSC1-EarTag #181,fl/fl; Tg/+,M,Body Weight,25600,Muscle TSC1,Mixed,70,1596440,fed,[]
Muscle TSC1-EarTag #182,fl/fl; ?,M,Body Weight,25200,Muscle TSC1,Mixed,70,2099938,fed,[]
Muscle TSC1-EarTag #183,fl/fl; Tg/+,M,Body Weight,23700,Muscle TSC1,Mixed,70,1596442,fed,[]
Muscle TSC1 (1348),fl/fl; Tg/+,M,Body Weight,24900,Muscle TSC1,Mixed,54,1596441,fed,[]
Muscle TSC1-EarTag #177,fl/fl; +/+,M,Body Weight,26000,Muscle TSC1,Mixed,70,1596321,fed,[]
Muscle TSC1-EarTag #178,fl/fl; +/+,M,Body Weight,18900,Muscle TSC1,Mixed,70,1596321,fed,[]
Muscle TSC1-EarTag #179,fl/fl; Tg/+,F,Body Weight,20710,Muscle TSC1,Mixed,70,1596321,fed,[]
Muscle TSC1-EarTag #188,fl/fl; Tg/+,M,Body Weight,22400,Muscle TSC1,Mixed,43,1596352,fed,[]
Muscle TSC1-EarTag #189,fl/fl; +/+,M,Body Weight,25600,Muscle TSC1,Mixed,43,1596352,fed,[]
Muscle TSC1-EarTag #190,fl/fl; +/+,M,Body Weight,26500,Muscle TSC1,Mixed,43,1596352,fed,[]
Muscle TSC1-EarTag #191,fl/fl; +/+,M,Body Weight,29100,Muscle TSC1,Mixed,43,1596352,fed,[]
Muscle TSC1 (1419),fl/fl; +/+,M,Body Weight,26600,Muscle TSC1,Mixed,43,1596352,fed,[]
Muscle TSC1-EarTag #175,fl/fl; ?,M,Body Weight,33500,Muscle TSC1,Mixed,83,1596307,fed,[]
Muscle TSC1-EarTag #176,fl/fl; +/+,M,Body Weight,28800,Muscle TSC1,Mixed,83,1596307,fed,[]
Muscle TSC1-EarTag #166,fl/fl; Tg/+,M,Body Weight,23300,Muscle TSC1,Mixed,67,1596328,fed,[]
Muscle TSC1-EarTag #167,fl/fl; +/+,M,Body Weight,20700,Muscle TSC1,Mixed,67,1596328,fed,[]
Muscle TSC1-EarTag #168,fl/fl; Tg/+,M,Body Weight,25100,Muscle TSC1,Mixed,67,1596328,fed,[]
Muscle TSC1-EarTag #169,fl/fl; Tg/+,M,Body Weight,24800,Muscle TSC1,Mixed,67,1596328,fed,[]
Muscle TSC1 (1311),fl/fl; Tg/+,M,Body Weight,23500,Muscle TSC1,Mixed,67,1596328,fed,[]
Muscle TSC1-EarTag #153,fl/fl; +/+,M,Body Weight,26400,Muscle TSC1,Mixed,93,1596296,fed,[]
Muscle TSC1-EarTag #154,fl/fl; Tg/+,M,Body Weight,28800,Muscle TSC1,Mixed,93,1596296,fed,[]
Muscle TSC1-EarTag #365,fl/fl; +/+,M,Body Weight,24800,Muscle TSC1,Mixed,91,1596452,fed,[]
Muscle TSC1-EarTag #155,fl/fl; Tg/+,M,Body Weight,27200,Muscle TSC1,Mixed,91,1596298,fed,[]
Muscle TSC1-EarTag #156,fl/fl; Tg/+,M,Body Weight,28900,Muscle TSC1,Mixed,91,1596298,fed,[]
Muscle TSC1-EarTag #158,fl/fl; Tg/+,M,Body Weight,25600,Muscle TSC1,Mixed,91,1596298,fed,[]
Muscle TSC1-EarTag #106,fl/fl; +/+,M,Body Weight,27200,Muscle TSC1,Mixed,133,1595608,fed,[]
Muscle TSC1-EarTag #107,fl/fl; +/+,M,Body Weight,27800,Muscle TSC1,Mixed,133,1595608,fed,[]
Muscle TSC1-EarTag #108,fl/fl; Tg/+,M,Body Weight,30100,Muscle TSC1,Mixed,133,1595608,fed,[]
Muscle TSC1-EarTag #109,fl/fl; +/+,M,Body Weight,28900,Muscle TSC1,Mixed,133,1595608,fed,[]
Muscle TSC1-EarTag #110,fl/fl; Tg/+,M,Body Weight,27900,Muscle TSC1,Mixed,133,1596399,fed,[]
Muscle TSC1 (1416),fl/fl; +/+,M,Body Weight,27700,Muscle TSC1,Mixed,44,1596351,fed,[]
Muscle TSC1-EarTag #184,fl/fl; Tg/+,M,Body Weight,24900,Muscle TSC1,Mixed,44,1596351,fed,[]
Muscle TSC1-EarTag #185,fl/fl; +/+,M,Body Weight,27030,Muscle TSC1,Mixed,44,1596351,fed,[]
Muscle TSC1-EarTag #186,fl/fl; +/+,M,Body Weight,25900,Muscle TSC1,Mixed,43,1596351,fed,[]
Muscle TSC1-EarTag #187,fl/fl; +/+,M,Body Weight,27300,Muscle TSC1,Mixed,43,1596351,fed,[]
Muscle TSC1-EarTag #195,fl/fl; +/+,M,Body Weight,19700,Muscle TSC1,Mixed,40,1596358,fed,[]
Muscle TSC1-EarTag #180,fl/fl; +/+,M,Body Weight,24100,Muscle TSC1,Mixed,70,1596321,fed,[]
Muscle TSC1-EarTag #106,fl/fl; +/+,M,Plasma Glucose,108,Muscle TSC1,Mixed,168,1595608,fed,[]
Muscle TSC1-EarTag #107,fl/fl; +/+,M,Plasma Glucose,112,Muscle TSC1,Mixed,168,1595608,fed,[]
Muscle TSC1-EarTag #108,fl/fl; Tg/+,M,Plasma Glucose,104,Muscle TSC1,Mixed,168,1595608,fed,[]
Muscle TSC1-EarTag #109,fl/fl; +/+,M,Plasma Glucose,103,Muscle TSC1,Mixed,168,1595608,fed,[]
Muscle TSC1-EarTag #153,fl/fl; +/+,M,Plasma Glucose,113,Muscle TSC1,Mixed,128,1596296,fed,[]
Muscle TSC1-EarTag #154,fl/fl; Tg/+,M,Plasma Glucose,99,Muscle TSC1,Mixed,128,1596296,fed,[]
Muscle TSC1-EarTag #155,fl/fl; Tg/+,M,Plasma Glucose,141,Muscle TSC1,Mixed,126,1596298,fed,[]
Muscle TSC1-EarTag #156,fl/fl; Tg/+,M,Plasma Glucose,121,Muscle TSC1,Mixed,126,1596298,fed,[]
Muscle TSC1-EarTag #158,fl/fl; Tg/+,M,Plasma Glucose,135,Muscle TSC1,Mixed,126,1596298,fed,[]
Muscle TSC1-EarTag #365,fl/fl; +/+,M,Plasma Glucose,119,Muscle TSC1,Mixed,126,1596452,fed,[]
Muscle TSC1-EarTag #159,fl/fl; Tg/+,M,Body Weight,28700,Muscle TSC1,Mixed,124,1596301,fed,[]
Muscle TSC1-EarTag #160,fl/fl; Tg/+,M,Plasma Glucose,93,Muscle TSC1,Mixed,126,1596301,fed,[]
Muscle TSC1-EarTag #161,fl/fl; Tg/+,M,Plasma Glucose,98,Muscle TSC1,Mixed,126,1596301,fed,[]
Muscle TSC1-EarTag #162,fl/fl; Tg/+,M,Plasma Glucose,118,Muscle TSC1,Mixed,126,1596301,fed,[]
Muscle TSC1-EarTag #163,fl/fl; Tg/+,M,Plasma Glucose,103,Muscle TSC1,Mixed,126,1596301,fed,[]
Muscle TSC1-EarTag #175,fl/fl; ?,M,Plasma Glucose,82,Muscle TSC1,Mixed,118,1596307,fed,[]
Muscle TSC1-EarTag #176,fl/fl; +/+,M,Plasma Glucose,119,Muscle TSC1,Mixed,118,1596307,fed,[]
Muscle TSC1-EarTag #177,fl/fl; +/+,M,Plasma Glucose,107,Muscle TSC1,Mixed,105,1596321,fed,[]
Muscle TSC1-EarTag #178,fl/fl; +/+,M,Plasma Glucose,119,Muscle TSC1,Mixed,105,1596321,fed,[]
Muscle TSC1-EarTag #179,fl/fl; Tg/+,F,Plasma Glucose,12900,Muscle TSC1,Mixed,105,1596321,fed,[]
