"","X.1","ensembl_transcript_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","X","gene_biotype","external_gene_name","ensembl_gene_id"
"12",12,"ENSMUST00000000095",2065.38402135705,0.196128155935091,0.615688970490328,0.318550705527332,0.75006723866469,0.999762912609655,97156,"protein_coding","Tbx2","ENSMUSG00000000093"
"23643",23643,"ENSMUST00000108045",6.79426195055305,0.769218485216507,0.577327981084795,1.33237693376848,0.182736357843733,0.865543295761538,98969,"protein_coding","Tbx4","ENSMUSG00000000094"
"14",14,"ENSMUST00000000109",5.17039135701657,0.226302587948955,1.59365174333935,0.142002535305962,0.887078003097529,0.999762912609655,85350,"protein_coding","Cntn1","ENSMUSG00000055022"
"15",15,"ENSMUST00000000122",77.0932248044326,-0.290603583791261,0.496613818557708,-0.585170152202465,0.558433312343511,0.996021673816663,102437,"protein_coding","Ngfr","ENSMUSG00000000120"
"16",16,"ENSMUST00000000127",15.2418715347232,0.0221385408929615,0.842270257555593,0.0262843673920188,0.979030523618495,0.999762912609655,50994,"protein_coding","Wnt3","ENSMUSG00000000125"
"24139",24139,"ENSMUST00000108783",124.439610767191,0.204229831690362,0.306759269567553,0.665765803844397,0.505560805547047,0.994100635297582,81613,"protein_coding","Wnt9a","ENSMUSG00000000126"
"18",18,"ENSMUST00000000129",182.120860145236,0.606409028162912,0.200199052339876,3.02903046280867,0.00245339943048307,0.217349136512211,72683,"protein_coding","Fer","ENSMUSG00000000127"
"19",19,"ENSMUST00000000137",2045.29621322079,0.193951165074522,0.132462894622451,1.46419241122072,0.143141383128338,0.821543247797581,45212,"protein_coding","Actr2","ENSMUSG00000020152"
"18580",18580,"ENSMUST00000094194",12.4004075480773,0.88993533773211,1.44218466165961,0.617074471384272,0.537185606220925,0.996021673816663,49058,"protein_coding","Acsl6","ENSMUSG00000020333"
"21",21,"ENSMUST00000000153",2392.24326559943,-0.246084433625173,0.294526510496189,-0.83552558039884,0.403421850310218,0.979513130672774,89477,"protein_coding","Gna12","ENSMUSG00000000149"
"22",22,"ENSMUST00000000161",35.7360234168069,0.997305240884383,1.62530561970647,0.613610898031901,0.539472480276698,0.996021673816663,86289,"protein_coding","Itgb2l","ENSMUSG00000000157"
"23",23,"ENSMUST00000000163",220.629761048121,0.637419770000524,1.37503592076191,0.463565904261852,0.642958787158956,0.999762912609655,85888,"protein_coding","Igsf5","ENSMUSG00000000159"
"24",24,"ENSMUST00000000171",36.1757686084763,1.7842517827233,0.849329225078278,2.10077756662483,0.0356604965947071,0.556969638246522,71699,"protein_coding","Pih1d2","ENSMUSG00000000167"
"25",25,"ENSMUST00000000175",2228.37058711451,-0.145089788079508,0.322640375561717,-0.449695075598974,0.652930322593916,0.999762912609655,8272,"protein_coding","Sdhd","ENSMUSG00000000171"
"26",26,"ENSMUST00000000186",6.60080532162687,-0.50030169879128,0.452560634095775,-1.1054909797687,0.268946900815575,0.926750555571865,79368,"protein_coding","Fgf23","ENSMUSG00000000182"
"27",27,"ENSMUST00000000187",105.851865885765,-1.85861743339533,0.781336154054415,-2.37876799089715,0.0173706051955394,0.452512207229732,78250,"protein_coding","Fgf6","ENSMUSG00000000183"
"28",28,"ENSMUST00000000188",1723.31716750131,0.475448642349128,0.529642508330516,0.89767840547351,0.369357025332796,0.968418253209638,85995,"protein_coding","Ccnd2","ENSMUSG00000000184"
"29",29,"ENSMUST00000000193",24.7883703855518,0.214024270549234,0.785554058198936,0.27245008579032,0.785275965767149,0.999762912609655,96273,"protein_coding","Ccl2","ENSMUSG00000035385"
"30",30,"ENSMUST00000000194",20.9229865093847,0.783230423196364,0.490574111118429,1.59655881842343,0.110364084805533,0.76961658548918,97850,"protein_coding","Ccl12","ENSMUSG00000035352"
"31",31,"ENSMUST00000000199",121.670751886998,0.00397421620468138,0.503921690736324,0.00788657499317862,0.993707488805733,0.999935624038926,106419,"protein_coding","Ncs1","ENSMUSG00000062661"
"32",32,"ENSMUST00000000201",35.9741302901435,0.763301635543492,0.518789702908697,1.47131223164972,0.14120669691182,0.820550339662871,14404,"protein_coding","Nalcn","ENSMUSG00000000197"
"33",33,"ENSMUST00000000206",49.2223410631778,-0.0816369437196494,0.801081851839793,-0.101908367456033,0.918829408274647,0.999762912609655,6914,"protein_coding","Btbd17","ENSMUSG00000000202"
"44356",44356,"ENSMUST00000167596",10.9529948607514,0.317210606247882,0.840382800525993,0.37745966010887,0.705832037593289,0.999762912609655,97293,"protein_coding","Slfn4","ENSMUSG00000000204"
"35",35,"ENSMUST00000000219",0.892154208244929,0.470458478182071,2.71202036926682,0.173471587276189,0.862280759354508,NA,18189,"protein_coding","Th","ENSMUSG00000000214"
"36",36,"ENSMUST00000000220",0,NA,NA,NA,NA,NA,108481,"protein_coding","Ins2","ENSMUSG00000000215"
"37",37,"ENSMUST00000000221",4.1634973172598,0.440582148154164,0.826818028128232,0.53286470924148,0.594127236113459,0.997579372853857,66828,"protein_coding","Scnn1g","ENSMUSG00000000216"
"38",38,"ENSMUST00000000253",11.5294774707398,-4.83592233903515,1.85966383796786,-2.60042822810362,0.00931074930324916,0.365766438837259,46661,"protein_coding","Lhx2","ENSMUSG00000000247"
"39",39,"ENSMUST00000000254",13.2804013497858,0.121372064150797,0.644766998892168,0.188241743698635,0.850687150619811,0.999762912609655,74664,"protein_coding","Clec2g","ENSMUSG00000000248"
"40",40,"ENSMUST00000000260",123.267345007159,-0.0148034171160725,0.343259940555438,-0.0431259677203192,0.96560111930447,0.999762912609655,66811,"protein_coding","Gmpr","ENSMUSG00000000253"
"41",41,"ENSMUST00000000266",2.08202232598538,0.0904366289944701,1.14887732423358,0.0787173940044478,0.937257409996312,0.999762912609655,54037,"protein_coding","Ifi202b","ENSMUSG00000026535"
"42",42,"ENSMUST00000000275",0.0480008013429028,1.60498200271646,3.54401108475091,0.452871609127393,0.650641195640524,NA,25872,"protein_coding","Glra3","ENSMUSG00000038257"
"23553",23553,"ENSMUST00000107896",997.481617683025,-0.34096578469643,0.391466584698195,-0.870995885790102,0.383756399507955,0.973917157377398,103840,"protein_coding","Trim25","ENSMUSG00000000275"
"23552",23552,"ENSMUST00000107894",425.01766555989,-0.450615784966189,0.263999847358991,-1.70687896024968,0.0878445521964406,0.71738276650061,103927,"protein_coding","Dgke","ENSMUSG00000000276"
"45",45,"ENSMUST00000000287",932.507228228626,-0.418388894246025,0.357512354537545,-1.17027814265951,0.241889054914558,0.913059384517104,102496,"protein_coding","Scpep1","ENSMUSG00000000278"
"46",46,"ENSMUST00000000291",1023.72989601614,-0.0151608022697757,0.246669245092752,-0.0614620694366457,0.950991221474697,0.999762912609655,27051,"protein_coding","Mnt","ENSMUSG00000000282"
"47",47,"ENSMUST00000000299",256.429366549003,0.173612183340468,0.629037168267067,0.275996701146853,0.78255059997189,0.999762912609655,6785,"protein_coding","Itgb2","ENSMUSG00000000290"
"48",48,"ENSMUST00000000304",582.863137528208,0.107642959867609,0.363991537928888,0.29572929217008,0.767436825294512,0.999762912609655,4734,"protein_coding","Hddc2","ENSMUSG00000000295"
"49",49,"ENSMUST00000000305",1686.61776870233,0.421829861351642,0.815374697278714,0.517344802039461,0.604915484311001,0.999120119918077,108186,"protein_coding","Tpd52l1","ENSMUSG00000000296"
"20943",20943,"ENSMUST00000102693",1818.93734189739,0.218211790258527,0.577857026186568,0.377622457407093,0.705711079290805,0.999762912609655,61949,"protein_coding","Pemt","ENSMUSG00000000301"
"51",51,"ENSMUST00000000312",2783.63743172989,0.362694729211799,0.853355276388773,0.425021956560285,0.670820668839601,0.999762912609655,97164,"protein_coding","Cdh1","ENSMUSG00000000303"
"52",52,"ENSMUST00000000314",21.3002270063752,-0.0920048100695426,0.328195669436688,-0.280335234853826,0.779220320565259,0.999762912609655,80338,"protein_coding","Cdh4","ENSMUSG00000000305"
"15841",15841,"ENSMUST00000078222",40.4711261649949,0.824115736103292,0.723719905993738,1.13872194101349,0.254819148348188,0.9193367328648,105486,"protein_coding","Ckmt1","ENSMUSG00000000308"
"54",54,"ENSMUST00000000326",247.076130985592,0.366360093675797,0.582887410378475,0.628526345144281,0.529659193786099,0.995526486018838,59828,"protein_coding","Bcl6b","ENSMUSG00000000317"
"20844",20844,"ENSMUST00000102571",186.483036660114,-0.705823213310448,1.20563763219887,-0.585435618846064,0.558254844558617,0.996021673816663,51272,"protein_coding","Clec10a","ENSMUSG00000000318"
"56",56,"ENSMUST00000000329",616.076723367697,0.3224138420884,0.605114452320307,0.532814644985104,0.59416189509482,0.997579372853857,90640,"protein_coding","Alox12","ENSMUSG00000000320"
"57",57,"ENSMUST00000000335",4100.96569953979,-0.0884443705577736,0.37636212554929,-0.234998063178359,0.81421023649365,0.999762912609655,24106,"protein_coding","Comt","ENSMUSG00000000326"
"58",58,"ENSMUST00000000342",221.860434124424,-0.755145716298144,0.830309427596337,-0.909475059778878,0.363099416822519,0.966667882432931,97241,"protein_coding","Ccl11","ENSMUSG00000020676"
"59",59,"ENSMUST00000000348",482.053261059468,-0.142580524050094,0.26781945986751,-0.532375519391417,0.594465936940859,0.997579372853857,29622,"protein_coding","Rtca","ENSMUSG00000000339"
"60",60,"ENSMUST00000000349",1138.0503577713,-0.535004055118217,0.530423418071462,-1.00863581224111,0.313149325661375,0.949783494810617,37719,"protein_coding","Dbt","ENSMUSG00000000340"
"61",61,"ENSMUST00000000356",5799.47915295553,0.106765616494245,0.182859119598678,0.583868153409927,0.559309020758771,0.996021673816663,35734,"protein_coding","Dazap2","ENSMUSG00000000346"
"62",62,"ENSMUST00000000365",368.491537167571,-0.115634970853861,0.199432621410815,-0.579819740801895,0.56203618372382,0.996649627603982,73103,"protein_coding","Mcts1","ENSMUSG00000000355"
"63",63,"ENSMUST00000000369",853.06035253316,0.382691987904585,0.653963915577754,0.585188232544131,0.558421156420325,0.996021673816663,31585,"protein_coding","Rem1","ENSMUSG00000000359"
"64",64,"ENSMUST00000000384",1575.00355272495,0.482762245816514,0.269734765292341,1.78976649633314,0.0734914573435486,0.682113759345566,6925,"protein_coding","Trappc10","ENSMUSG00000000374"
"65",65,"ENSMUST00000000388",509.146314250201,-0.00558447838240963,0.226271223481144,-0.0246804622191606,0.980309839224381,0.999762912609655,12623,"protein_coding","Ccm2","ENSMUSG00000000378"
"66",66,"ENSMUST00000000394",503.530789557579,-0.0463512449805558,0.304114477436544,-0.152413806048505,0.878860568639491,0.999762912609655,11903,"protein_coding","Tbrg4","ENSMUSG00000000384"
"67",67,"ENSMUST00000000395",162.384563811421,0.178722479923712,0.684415716423668,0.261131466789811,0.793991126300023,0.999762912609655,90963,"protein_coding","Tmprss2","ENSMUSG00000000385"
"20976",20976,"ENSMUST00000102732",40.2526413879887,-0.354592958094145,1.17603473057461,-0.301515719625806,0.76302126489172,0.999762912609655,8149,"protein_coding","Fap","ENSMUSG00000000392"
"69",69,"ENSMUST00000000412",221.465412332889,0.331092669015279,0.639439455681662,0.517785798285349,0.604607728057741,0.999120119918077,18957,"protein_coding","Egfl6","ENSMUSG00000000402"
"70",70,"ENSMUST00000000421",40.3849176655615,-0.638002687231189,1.0035086083551,-0.635772012237115,0.52492503198135,0.995526486018838,34958,"protein_coding","Tssk3","ENSMUSG00000000411"
"48880",48880,"ENSMUST00000178605",1481.9941298602,0.269276690006434,0.152772889272008,1.76259473319899,0.0779688660141652,0.696442814569191,29939,"protein_coding","Galnt1","ENSMUSG00000000420"
"72",72,"ENSMUST00000000445",0.19845823637672,3.63868310794498,2.90828942679339,1.25114201991819,0.21088266726139,NA,25750,"protein_coding","Myf5","ENSMUSG00000000435"
"73",73,"ENSMUST00000000449",616.037314183945,-0.171258370820407,0.208439671087634,-0.821620807242612,0.411292743327339,0.980598646236017,106308,"protein_coding","Mkrn2","ENSMUSG00000000439"
"74",74,"ENSMUST00000000450",789.957152265131,0.253212531543982,0.845327062294335,0.299543860404431,0.764525111584758,0.999762912609655,19284,"protein_coding","Pparg","ENSMUSG00000000440"
"75",75,"ENSMUST00000000451",1383.85211462624,0.111395268934003,0.214514198356165,0.51929088977621,0.603557905393344,0.998318721845494,47003,"protein_coding","Raf1","ENSMUSG00000000441"
"76",76,"ENSMUST00000000466",4126.42461019193,-1.56303514913358,0.838379050872248,-1.86435377590531,0.0622720396283092,0.647810609469848,36752,"protein_coding","Plin2","ENSMUSG00000028494"
"77",77,"ENSMUST00000000476",1599.23931759624,0.688391331789037,0.56188630415017,1.2251434617724,0.22052117227116,0.898554995543497,24964,"protein_coding","Pdgfra","ENSMUSG00000029231"
"78",78,"ENSMUST00000000500",895.17594043796,-0.859546698629533,0.511637914208638,-1.6799902328564,0.0929592160828195,0.73312110074834,22621,"protein_coding","Pdgfb","ENSMUSG00000000489"
"79",79,"ENSMUST00000000505",786.297160279122,-0.432823956014282,0.405185506070981,-1.06821184254912,0.285424963978885,0.937651927743415,78584,"protein_coding","Mcm7","ENSMUSG00000029730"
"80",80,"ENSMUST00000000514",66.7645722007885,-0.0548950000038599,0.472039765359098,-0.116293168568329,0.907420199571403,0.999762912609655,85215,"protein_coding","Serpinb8","ENSMUSG00000026315"
"29758",29758,"ENSMUST00000120754",549.542344159784,-0.294318538923983,0.366327069281705,-0.803431041831233,0.421725639103512,0.982564984183686,87826,"protein_coding","Acvrl1","ENSMUSG00000000530"
"82",82,"ENSMUST00000000543",158.509779147158,-0.788077268872016,0.52631072927776,-1.49736120704488,0.134299296557608,0.811757657625341,35831,"protein_coding","Grasp","ENSMUSG00000000531"
"83",83,"ENSMUST00000000544",1523.75360703648,-0.0769037073255439,0.192142380927935,-0.400243334938103,0.688977299519634,0.999762912609655,91357,"protein_coding","Acvr1b","ENSMUSG00000000532"
"53657",53657,"ENSMUST00000197284",24.931128536403,-0.356992625530854,0.441465619651352,-0.808653289496902,0.418714603242585,0.981795516956529,56983,"protein_coding","Gabra2","ENSMUSG00000000560"
"85",85,"ENSMUST00000000573",69.5669977160676,-0.950103184108914,0.306958635955301,-3.09521568322081,0.0019666982576138,0.193950559675198,77390,"protein_coding","Ovgp1","ENSMUSG00000074340"
"86",86,"ENSMUST00000000574",19.2666624682455,-0.464027906934704,0.549570043091156,-0.844347163329164,0.39847543832393,0.978441535464964,68458,"protein_coding","Adora3","ENSMUSG00000000562"
"87",87,"ENSMUST00000000579",901.187920704631,0.330577148261728,0.458953576154475,0.720284502479751,0.471349844606598,0.990367986694854,97173,"protein_coding","Sox9","ENSMUSG00000000567"
"42537",42537,"ENSMUST00000163153",1915.59358644192,-0.210748623407795,0.120224566780046,-1.75295806050492,0.0796092062736805,0.7010126734258,10187,"protein_coding","Rdx","ENSMUSG00000032050"
"89",89,"ENSMUST00000000594",529.471664827683,-0.0380422818966199,0.184912679173534,-0.205731062178373,0.837000993433753,0.999762912609655,12078,"protein_coding","C1d","ENSMUSG00000000581"
"90",90,"ENSMUST00000000608",3975.19907403661,-0.0697052246604238,0.173415241957215,-0.40195558287559,0.687716715340925,0.999762912609655,2456,"protein_coding","Gm2a","ENSMUSG00000000594"
"91",91,"ENSMUST00000000619",1747.21917873374,0.234505945382639,0.0942758330529063,2.48744495581426,0.0128664362544729,0.409059287467812,36830,"protein_coding","Clcn4-2","ENSMUSG00000000605"
"92",92,"ENSMUST00000000631",2.87425672823791,-1.51499219500305,1.17300404448053,-1.29154899519035,0.196513377200279,0.87816219330839,29234,"protein_coding","Grm6","ENSMUSG00000000617"
"24347",24347,"ENSMUST00000109135",63.8033994303534,-0.104949057782862,0.192942625714599,-0.543939201584738,0.586483311512547,0.997454760824543,26874,"protein_coding","Zfp354c","ENSMUSG00000044807"
"94",94,"ENSMUST00000000641",24.37025791061,0.13455300867849,0.531357139459954,0.253225182624334,0.800094207613282,0.999762912609655,42272,"protein_coding","Sema4f","ENSMUSG00000000627"
"95",95,"ENSMUST00000000642",2603.14253763253,0.705602468238729,0.358799675724363,1.96656384043331,0.0492335156150335,0.604622998518822,40244,"protein_coding","Hk2","ENSMUSG00000000628"
"18323",18323,"ENSMUST00000092887",626.672570429757,0.658219975297264,0.906602929461364,0.726028952595961,0.467821021715656,0.990367986694854,8181,"protein_coding","Myo18a","ENSMUSG00000000631"
"39055",39055,"ENSMUST00000151982",20.2445135170536,-0.453975511264435,1.15382797711146,-0.393451641206462,0.693985934500994,0.999762912609655,93250,"protein_coding","Sez6","ENSMUSG00000000632"
"98",98,"ENSMUST00000000674",118.17638412613,0.186221131114798,0.618327235117845,0.301169220015526,0.763285459687706,0.999762912609655,41181,"protein_coding","St7","ENSMUSG00000029534"
"99",99,"ENSMUST00000000687",165.40687074995,-0.789120826443742,0.901329523076604,-0.875507576574383,0.381297789548841,0.972560996207555,15625,"protein_coding","Haao","ENSMUSG00000000673"
"100",100,"ENSMUST00000000696",10116.3337919109,0.722689091993048,0.865581693061191,0.834917255975235,0.403764298222465,0.979596815606583,83756,"protein_coding","Cd52","ENSMUSG00000000682"
"101",101,"ENSMUST00000000704",1319.8025523796,0.466098832193017,1.01858286802838,0.457595397314332,0.647243150869945,0.999762912609655,55818,"protein_coding","Hoxb6","ENSMUSG00000000690"
"102",102,"ENSMUST00000000707",308.044888237846,0.447743925034293,0.332521824894712,1.34650988751209,0.178138133822928,0.86113377843107,60983,"protein_coding","Loxl3","ENSMUSG00000000693"
"103",103,"ENSMUST00000000717",0.0480008013429028,1.60498200271646,3.54401108475091,0.452871609127393,0.650641195640524,NA,24975,"protein_coding","Tcl1b5","ENSMUSG00000000701"
"104",104,"ENSMUST00000000718",0.0614953573407423,-1.47588843909445,3.60029241003283,-0.409935713827475,0.681853106144558,NA,13301,"protein_coding","Tcl1b4","ENSMUSG00000079007"
"105",105,"ENSMUST00000000724",880.402666382378,-0.230230084007252,0.26344186432734,-0.873931273585199,0.382155682298,0.973175083213877,22684,"protein_coding","Kat2b","ENSMUSG00000000708"
"106",106,"ENSMUST00000000727",2888.40262109358,0.218473358934281,0.141204103381073,1.54721678551138,0.121810979708838,0.789965804608656,31962,"protein_coding","Rab5b","ENSMUSG00000000711"
"33054",33054,"ENSMUST00000131825",7.92898319511814,0.565497838854335,0.879645470751804,0.642870176289344,0.520308342703336,0.995526486018838,66216,"protein_coding","Dnmt3l","ENSMUSG00000000730"
"108",108,"ENSMUST00000000755",396.311147845837,0.0344672489560013,0.397544923526071,0.0867002618227141,0.930909768298315,0.999762912609655,88736,"protein_coding","Sult5a1","ENSMUSG00000000739"
"109",109,"ENSMUST00000000756",14224.2011274125,0.0071389571847142,0.143136269593418,0.0498752496833444,0.960221800641946,0.999762912609655,93781,"protein_coding","Rpl13","ENSMUSG00000000740"
"110",110,"ENSMUST00000000759",2647.14138802847,0.211464215474537,0.13977225202687,1.51291985646682,0.130300017466894,0.804067114857644,87958,"protein_coding","Chmp1a","ENSMUSG00000000743"
"111",111,"ENSMUST00000000767",771.423431332977,0.248306433522053,0.144353450117986,1.72012815294059,0.0854091492826516,0.712035748196082,98937,"protein_coding","Rpa1","ENSMUSG00000000751"
"112",112,"ENSMUST00000000769",1034.49241876678,-2.37490386875546,0.953225881471289,-2.49143871869051,0.0127226912520782,0.408109566501773,102914,"protein_coding","Serpinf1","ENSMUSG00000000753"
"113",113,"ENSMUST00000000776",403.271911494241,0.599484610889135,0.302053209715299,1.98469869416114,0.0471780041961478,0.598422927742836,19315,"protein_coding","Tubgcp3","ENSMUSG00000000759"
"40011",40011,"ENSMUST00000154906",0.749712551743349,-0.0477266246727993,1.54292105083877,-0.030932642112086,0.975323257731089,NA,97671,"protein_coding","Oprm1","ENSMUSG00000000766"
"49585",49585,"ENSMUST00000180358",469.972410911423,0.502552781361477,0.429541925223712,1.1699737600695,0.242011528662886,0.913068624601697,63680,"protein_coding","Polr3d","ENSMUSG00000000776"
"116",116,"ENSMUST00000000804",2483.59145678526,0.215567361632543,0.143379424688927,1.50347486817048,0.132716632961145,0.809272686071995,30334,"protein_coding","Ddx3x","ENSMUSG00000000787"
"117",117,"ENSMUST00000000808",47.3489433339381,0.0481174909510417,0.404886672324424,0.118841874134317,0.905400632982381,0.999762912609655,30823,"protein_coding","Il12rb1","ENSMUSG00000000791"
"118",118,"ENSMUST00000000809",12.6685998524213,-0.534279917218936,0.88862104932336,-0.601246074044457,0.547676101019114,0.996021673816663,44390,"protein_coding","Slc5a5","ENSMUSG00000000792"
"119",119,"ENSMUST00000000811",8.72810094488376,-0.126321267200165,1.33910833124796,-0.0943323734551349,0.924845134268484,0.999762912609655,53464,"protein_coding","Kcnn3","ENSMUSG00000000794"
"23661",23661,"ENSMUST00000108075",610.623083834117,0.313864846421559,0.167191654944291,1.87727579182191,0.0604803043500218,0.643539821428045,65481,"protein_coding","Usp32","ENSMUSG00000000804"
"121",121,"ENSMUST00000000828",539.454213128117,0.767339482796948,0.322742250657188,2.37756129305799,0.0174275463437559,0.453451310474801,85060,"protein_coding","Txnrd3","ENSMUSG00000000811"
"122",122,"ENSMUST00000000834",3.35705461770411,-1.88155481068486,0.913854561604452,-2.05892150648285,0.0395017584787295,0.570730022523944,75658,"protein_coding","Fasl","ENSMUSG00000000817"
"24149",24149,"ENSMUST00000108799",230.752251928491,0.0594836177250832,0.192817693015858,0.308496677844761,0.757704427756733,0.999762912609655,98728,"protein_coding","Tpd52l2","ENSMUSG00000000827"
"24559",24559,"ENSMUST00000109514",21.0470739730778,-0.773690853223716,0.72682515184799,-1.06448002144198,0.287111300185582,0.937708631670703,83050,"protein_coding","Bcl11a","ENSMUSG00000000861"
"125",125,"ENSMUST00000000889",0.0614953573407423,-1.47588843909445,3.60029241003283,-0.409935713827475,0.681853106144558,NA,10775,"protein_coding","Il4","ENSMUSG00000000869"
"21309",21309,"ENSMUST00000103145",72.3464478171437,-0.321083648225498,0.824801743566277,-0.389285850484744,0.697064702122946,0.999762912609655,86527,"protein_coding","E2f1","ENSMUSG00000027490"
"127",127,"ENSMUST00000000895",31.8813773935267,1.38701188240398,1.03166867400937,1.34443539611767,0.178807634227359,0.86119658278668,82396,"protein_coding","Necab3","ENSMUSG00000027489"
"128",128,"ENSMUST00000000896",1609.48521127331,-0.770921437799758,0.563014869766356,-1.36927367143905,0.170913744749014,0.85258090772948,86803,"protein_coding","Pxmp4","ENSMUSG00000000876"
"27122",27122,"ENSMUST00000113735",478.491363396723,-0.129332882186862,0.355653167483289,-0.363648897328994,0.716120208239618,0.999762912609655,40615,"protein_coding","Dlg3","ENSMUSG00000000881"
"28320",28320,"ENSMUST00000115600",66.1463702376086,-0.552601267815017,0.411138122183595,-1.34407693667543,0.178923509207563,0.86119658278668,12262,"protein_coding","Gnb1l","ENSMUSG00000000884"
"131",131,"ENSMUST00000000910",15.7707522010073,-0.0967236265876488,0.992315762984798,-0.0974726293742556,0.922351069304904,0.999762912609655,86773,"protein_coding","Dbh","ENSMUSG00000000889"
"132",132,"ENSMUST00000000924",333.838720264443,-1.35465897374848,0.550902690172945,-2.45898050220669,0.0139332184660023,0.42017918802321,47996,"protein_coding","Mmp11","ENSMUSG00000000901"
"29923",29923,"ENSMUST00000121304",692.904168748886,-0.415057543096989,0.172841315770176,-2.40137921449803,0.0163334002733509,0.441004076338936,38075,"protein_coding","Smarcb1","ENSMUSG00000000902"
"134",134,"ENSMUST00000000926",4.30951980993964,-0.595297557347137,0.925005791124447,-0.643560897736097,0.519860213250215,0.995526486018838,66351,"protein_coding","Vpreb3","ENSMUSG00000000903"
"135",135,"ENSMUST00000000939",4122.181349886,0.520812978484379,0.5757863934222,0.904524636973296,0.365717276565608,0.966906220004676,53530,"protein_coding","Hip1r","ENSMUSG00000000915"
"136",136,"ENSMUST00000000940",317.812105983607,-0.194363503253577,0.21415111695738,-0.907599764199496,0.36408971894976,0.966837069528186,61107,"protein_coding","Nsun5","ENSMUSG00000000916"
"137",137,"ENSMUST00000000958",331.426357280706,0.0327565900986001,0.145030983163333,0.22585925699552,0.821310887216105,0.999762912609655,21490,"protein_coding","Top1mt","ENSMUSG00000000934"
"29634",29634,"ENSMUST00000120363",17.741461960955,-0.65481262662715,0.768598431665608,-0.851956756154347,0.394238093882491,0.97696807284141,82201,"protein_coding","Hoxa1","ENSMUSG00000029844"
"53310",53310,"ENSMUST00000195970",75.223322234322,-0.279017341714253,0.674675779627983,-0.413557667459329,0.679198081113981,0.999762912609655,10993,"protein_coding","Slc7a7","ENSMUSG00000000958"
"140",140,"ENSMUST00000000985",1530.84661107733,-0.178494908823757,0.113158647939367,-1.57738636926272,0.114706649885817,0.774992332210552,9524,"protein_coding","Oxa1l","ENSMUSG00000000959"
"141",141,"ENSMUST00000001002",508.37900570307,0.012430869639784,0.162438335913385,0.0765266990078766,0.939000073515666,0.999762912609655,51805,"protein_coding","Heatr6","ENSMUSG00000000976"
"142",142,"ENSMUST00000001008",4.93634204628176,-0.228649955957875,0.773820008151281,-0.295482093444622,0.76762562937229,0.999762912609655,14233,"protein_coding","Ccl3","ENSMUSG00000000982"
"143",143,"ENSMUST00000001009",4.5501565621361,-0.0230026475743171,0.974829301185634,-0.0235965902403017,0.98117439198939,0.999762912609655,28647,"protein_coding","Wfdc18","ENSMUSG00000000983"
"144",144,"ENSMUST00000001027",1474.97922094966,-0.778607642996444,0.641063891935282,-1.21455544882732,0.224535689455312,0.902413705459834,89261,"protein_coding","Aox1","ENSMUSG00000063558"
"145",145,"ENSMUST00000001036",836.842174340372,-0.0375921386112799,0.0820420489393023,-0.458205750554718,0.646804628844574,0.999762912609655,51065,"protein_coding","Tyk2","ENSMUSG00000032175"
"146",146,"ENSMUST00000001040",10.7220673096529,-1.33849150938585,0.702934947246856,-1.90414705461472,0.0568910349107492,0.630890371107304,10922,"protein_coding","Icam4","ENSMUSG00000001014"
